locus_tag	ftype	length_bp	gene	EC_number	COG	product
GKLDPBFD_02134	CDS	1167	yihN			Inner membrane protein YihN
GKLDPBFD_02135	CDS	693	ompL			Porin OmpL
GKLDPBFD_02136	CDS	1404	yihP_1		COG2211	Putative 2,3-dihydroxypropane-1-sulfonate exporter
GKLDPBFD_02137	CDS	1386	yihP_2		COG2211	Putative 2,3-dihydroxypropane-1-sulfonate exporter
GKLDPBFD_02138	CDS	2037	yihQ	3.2.1.199	COG1501	Sulfoquinovosidase
GKLDPBFD_02139	CDS	927	yihR		COG2017	putative protein YihR
GKLDPBFD_02140	CDS	1242	yihS	5.3.1.31	COG2942	Sulfoquinovose isomerase
GKLDPBFD_02141	CDS	879	yihT	4.1.2.57	COG3684	Sulfofructosephosphate aldolase
GKLDPBFD_02142	CDS	897	yihU	1.1.1.373	COG2084	3-sulfolactaldehyde reductase
GKLDPBFD_02143	CDS	897	yihV	2.7.1.184		Sulfofructose kinase
GKLDPBFD_02144	CDS	786	csqR		COG1349	HTH-type transcriptional repressor CsqR
GKLDPBFD_02145	CDS	600	yihX	3.1.3.10	COG1011	Alpha-D-glucose 1-phosphate phosphatase YihX
GKLDPBFD_02146	CDS	873				hypothetical protein
GKLDPBFD_02147	CDS	438	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
GKLDPBFD_02148	CDS	942				hypothetical protein
GKLDPBFD_02149	CDS	108				hypothetical protein
GKLDPBFD_02150	CDS	219				hypothetical protein
GKLDPBFD_02151	CDS	243				hypothetical protein
GKLDPBFD_02152	CDS	183				hypothetical protein
GKLDPBFD_02153	CDS	930	fdhE		COG3058	Protein FdhE
GKLDPBFD_02154	CDS	636	fdoI		COG2864	Formate dehydrogenase, cytochrome b556(fdo) subunit
GKLDPBFD_02155	CDS	903	fdoH		COG0437	Formate dehydrogenase-O iron-sulfur subunit
GKLDPBFD_02156	CDS	2415	fdoG_1	1.17.1.9	COG0243	Formate dehydrogenase-O major subunit
GKLDPBFD_02157	CDS	588	fdoG_2	1.17.1.9	COG0243	Formate dehydrogenase-O major subunit
GKLDPBFD_02158	CDS	834	fdhD		COG1526	Sulfur carrier protein FdhD
GKLDPBFD_02159	CDS	1041				hypothetical protein
GKLDPBFD_02160	CDS	1749				hypothetical protein
GKLDPBFD_02161	CDS	1071	ysdC	3.4.11.-	COG1363	Putative aminopeptidase YsdC
GKLDPBFD_02162	CDS	1452	manP_1		COG1299	PTS system mannose-specific EIIBCA component
GKLDPBFD_02163	CDS	447	fruA_2		COG1299	PTS system fructose-specific EIIABC component
GKLDPBFD_02164	CDS	315	rhaM	5.1.3.32	COG3254	L-rhamnose mutarotase
GKLDPBFD_02165	CDS	825	rhaD	4.1.2.19	COG0235	Rhamnulose-1-phosphate aldolase
GKLDPBFD_02166	CDS	1260	rhaA	5.3.1.14	COG4806	L-rhamnose isomerase
GKLDPBFD_02167	CDS	1470	rhaB	2.7.1.5	COG1070	L-Rhamnulokinase
GKLDPBFD_02168	CDS	837	rhaS_3			HTH-type transcriptional activator RhaS
GKLDPBFD_02169	CDS	939	rhaR_3			HTH-type transcriptional activator RhaR
GKLDPBFD_02170	CDS	1035	rhaT		COG0697	L-rhamnose-proton symporter
GKLDPBFD_02171	CDS	621	sodA	1.15.1.1	COG0605	Superoxide dismutase [Mn]
GKLDPBFD_02172	CDS	984	kdgT			2-keto-3-deoxygluconate permease
GKLDPBFD_02173	CDS	675	yiiM		COG2258	Protein YiiM
GKLDPBFD_02174	CDS	1374	cpxA	2.7.13.3		Sensor histidine kinase CpxA
GKLDPBFD_02175	CDS	699	cpxR		COG0745	Transcriptional regulatory protein CpxR
GKLDPBFD_02176	CDS	501	cpxP		COG3678	Periplasmic protein CpxP
GKLDPBFD_02177	CDS	903	fieF		COG0053	Ferrous-iron efflux pump FieF
GKLDPBFD_02178	CDS	105				hypothetical protein
GKLDPBFD_02179	CDS	963	pfkA	2.7.1.11	COG0205	ATP-dependent 6-phosphofructokinase isozyme 1
GKLDPBFD_02180	CDS	990	sbp		COG1613	Sulfate-binding protein
GKLDPBFD_02181	CDS	756	cdh	3.6.1.26	COG2134	CDP-diacylglycerol pyrophosphatase
GKLDPBFD_02182	CDS	768	tpiA	5.3.1.1	COG0149	Triosephosphate isomerase
GKLDPBFD_02183	CDS	600				hypothetical protein
GKLDPBFD_02184	CDS	441				hypothetical protein
GKLDPBFD_02185	CDS	300				hypothetical protein
GKLDPBFD_02186	CDS	429	uspD		COG0589	Universal stress protein D
GKLDPBFD_02187	CDS	747	fpr	1.18.1.2	COG1018	Flavodoxin/ferredoxin--NADP reductase
GKLDPBFD_02188	CDS	1140	glpX	3.1.3.11	COG1494	Fructose-1,6-bisphosphatase 1 class 2
GKLDPBFD_02189	CDS	1509	glpK	2.7.1.30	COG0554	Glycerol kinase
GKLDPBFD_02190	CDS	846	glpF		COG0580	Glycerol uptake facilitator protein
GKLDPBFD_02191	CDS	240	zapB		COG3074	Cell division protein ZapB
GKLDPBFD_02192	CDS	486	rraA		COG0684	Regulator of ribonuclease activity A
GKLDPBFD_02193	CDS	927	menA	2.5.1.74	COG1575	1,4-dihydroxy-2-naphthoate octaprenyltransferase
GKLDPBFD_02194	CDS	1332	hslU		COG1220	ATP-dependent protease ATPase subunit HslU
GKLDPBFD_02195	CDS	531	hslV	3.4.25.2	COG5405	ATP-dependent protease subunit HslV
GKLDPBFD_02196	CDS	855	ftsN		COG3087	Cell division protein FtsN
GKLDPBFD_02197	CDS	1026	cytR		COG1609	HTH-type transcriptional repressor CytR
GKLDPBFD_02198	CDS	2199	priA	3.6.4.-	COG1198	Primosomal protein N'
GKLDPBFD_02199	CDS	213	rpmE		COG0254	50S ribosomal protein L31
GKLDPBFD_02200	CDS	4173	rhsC_2		COG3209	Protein RhsC
GKLDPBFD_02201	CDS	237				hypothetical protein
GKLDPBFD_02202	CDS	279				hypothetical protein
GKLDPBFD_02203	CDS	273			COG1662	IS1 family transposase IS1H
GKLDPBFD_02204	CDS	609				hypothetical protein
GKLDPBFD_02205	CDS	318	metJ		COG3060	Met repressor
GKLDPBFD_02206	CDS	1161	metB	2.5.1.48	COG0626	Cystathionine gamma-synthase
GKLDPBFD_02207	CDS	2433	metL		COG0460	Bifunctional aspartokinase/homoserine dehydrogenase 2
GKLDPBFD_02208	CDS	891	metF	1.5.1.20	COG0685	5,10-methylenetetrahydrofolate reductase
GKLDPBFD_02209	CDS	2181	katG	1.11.1.21	COG0376	Catalase-peroxidase
GKLDPBFD_02210	CDS	906	yijE			putative cystine transporter YijE
GKLDPBFD_02211	CDS	618				hypothetical protein
GKLDPBFD_02212	CDS	1104	gldA	1.1.1.6	COG0371	Glycerol dehydrogenase
GKLDPBFD_02213	CDS	663	fsaB	4.1.2.-	COG0176	Fructose-6-phosphate aldolase 2
GKLDPBFD_02214	CDS	2502	fryA_2		COG1080	Multiphosphoryl transfer protein 1
GKLDPBFD_02215	CDS	1080	manP_2		COG1299	PTS system mannose-specific EIIBCA component
GKLDPBFD_02216	CDS	321	fryB_2	2.7.1.202	COG1445	PTS system fructose-like EIIB component 1
GKLDPBFD_02217	CDS	2298	cutC_2	4.3.99.4	COG1882	Choline trimethylamine-lyase
GKLDPBFD_02218	CDS	879	bssD	1.97.1.-		Benzylsuccinate synthase activating enzyme
GKLDPBFD_02219	CDS	342	frwD	2.7.1.202	COG1445	PTS system fructose-like EIIB component 3
GKLDPBFD_02220	CDS	852	rhaS_4			HTH-type transcriptional activator RhaS
GKLDPBFD_02221	CDS	1734	eptC	2.7.-.-	COG2194	Phosphoethanolamine transferase EptC
GKLDPBFD_02222	CDS	2652	ppc	4.1.1.31	COG2352	Phosphoenolpyruvate carboxylase
GKLDPBFD_02223	CDS	1152	argE_2	3.5.1.16	COG0624	Acetylornithine deacetylase
GKLDPBFD_02224	CDS	1005	argC	1.2.1.38	COG0002	N-acetyl-gamma-glutamyl-phosphate reductase
GKLDPBFD_02225	CDS	777	argB	2.7.2.8	COG0548	Acetylglutamate kinase
GKLDPBFD_02226	CDS	1374	argH	4.3.2.1	COG0165	Argininosuccinate lyase
GKLDPBFD_02227	CDS	1215	rspA_1		COG4948	Starvation-sensing protein RspA
GKLDPBFD_02228	CDS	1284	lgoT_1			putative L-galactonate transporter
GKLDPBFD_02229	CDS	918	oxyR_1			Hydrogen peroxide-inducible genes activator
GKLDPBFD_02230	CDS	1401	sthA	1.6.1.1	COG1249	Soluble pyridine nucleotide transhydrogenase
GKLDPBFD_02231	CDS	705	fabR		COG1309	HTH-type transcriptional repressor FabR
GKLDPBFD_02232	CDS	360	yijD			Inner membrane protein YijD
GKLDPBFD_02233	CDS	1101	trmA	2.1.1.-	COG2265	tRNA/tmRNA (uracil-C(5))-methyltransferase
GKLDPBFD_02234	CDS	1845	btuB		COG4206	Vitamin B12 transporter BtuB
GKLDPBFD_02235	CDS	858	murI	5.1.1.3	COG0796	Glutamate racemase
GKLDPBFD_02236	rRNA	1538				16S ribosomal RNA
GKLDPBFD_02237	tRNA	76				tRNA-Glu(ttc)
GKLDPBFD_02238	rRNA	2901				23S ribosomal RNA
GKLDPBFD_02239	rRNA	111				5S ribosomal RNA
GKLDPBFD_02240	CDS	1029	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
GKLDPBFD_02241	CDS	966	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
GKLDPBFD_02242	CDS	927	coaA_2	2.7.1.33	COG1072	Pantothenate kinase
GKLDPBFD_02243	tRNA	76				tRNA-Thr(tgt)
GKLDPBFD_02244	tRNA	85				tRNA-Tyr(gta)
GKLDPBFD_02245	tRNA	75				tRNA-Gly(tcc)
GKLDPBFD_02246	tRNA	76				tRNA-Thr(ggt)
GKLDPBFD_02247	CDS	1185	tufB		COG0050	Elongation factor Tu 2
GKLDPBFD_02248	CDS	384	secE		COG0690	Protein translocase subunit SecE
GKLDPBFD_02249	CDS	546	nusG		COG0250	Transcription termination/antitermination protein NusG
GKLDPBFD_02250	CDS	429	rplK		COG0080	50S ribosomal protein L11
GKLDPBFD_02251	CDS	705	rplA		COG0081	50S ribosomal protein L1
GKLDPBFD_02252	CDS	498	rplJ		COG0244	50S ribosomal protein L10
GKLDPBFD_02253	CDS	366	rplL		COG0222	50S ribosomal protein L7/L12
GKLDPBFD_02254	CDS	4029	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
GKLDPBFD_02255	CDS	4224	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
GKLDPBFD_02256	CDS	540	htrC			Heat shock protein C
GKLDPBFD_02257	CDS	1134	thiH	4.1.99.19	COG1060	2-iminoacetate synthase
GKLDPBFD_02258	CDS	771	thiG	2.8.1.10	COG2022	Thiazole synthase
GKLDPBFD_02259	CDS	201	thiS		COG2104	Sulfur carrier protein ThiS
GKLDPBFD_02260	CDS	756	thiF	2.7.7.73	COG0476	Sulfur carrier protein ThiS adenylyltransferase
GKLDPBFD_02261	CDS	636	thiE	2.5.1.3	COG0352	Thiamine-phosphate synthase
GKLDPBFD_02262	CDS	1896	thiC	4.1.99.17	COG0422	Phosphomethylpyrimidine synthase
GKLDPBFD_02263	CDS	477	rsd		COG3160	Regulator of sigma D
GKLDPBFD_02264	CDS	774	nudC	3.6.1.22	COG2816	NADH pyrophosphatase
GKLDPBFD_02265	CDS	1065	hemE	4.1.1.37	COG0407	Uroporphyrinogen decarboxylase
GKLDPBFD_02266	CDS	672	nfi	3.1.21.7	COG1515	Endonuclease V
GKLDPBFD_02267	CDS	591			COG3068	putative protein
GKLDPBFD_02268	CDS	273	hupA			DNA-binding protein HU-alpha
GKLDPBFD_02269	CDS	636				hypothetical protein
GKLDPBFD_02270	CDS	426	zraP		COG3678	Zinc resistance-associated protein
GKLDPBFD_02271	CDS	129				hypothetical protein
GKLDPBFD_02272	CDS	1377	zraS	2.7.13.3		Sensor protein ZraS
GKLDPBFD_02273	CDS	1326	zraR		COG2204	Transcriptional regulatory protein ZraR
GKLDPBFD_02274	CDS	1290	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
GKLDPBFD_02275	CDS	1590	purH		COG0138	Bifunctional purine biosynthesis protein PurH
GKLDPBFD_02276	rRNA	1538				16S ribosomal RNA
GKLDPBFD_02277	tRNA	76				tRNA-Glu(ttc)
GKLDPBFD_02278	rRNA	2901				23S ribosomal RNA
GKLDPBFD_02279	rRNA	111				5S ribosomal RNA
GKLDPBFD_02280	CDS	384				hypothetical protein
GKLDPBFD_02281	CDS	444	yjaB	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase YjaB
GKLDPBFD_02282	CDS	930	metAS	2.3.1.46	COG1897	Homoserine O-succinyltransferase
GKLDPBFD_02283	CDS	1602	aceB	2.3.3.9	COG2225	Malate synthase A
GKLDPBFD_02284	CDS	1305	aceA	4.1.3.1	COG2224	Isocitrate lyase
GKLDPBFD_02285	CDS	1737	aceK	2.7.11.5	COG4579	Isocitrate dehydrogenase kinase/phosphatase
GKLDPBFD_02286	CDS	1575				hypothetical protein
GKLDPBFD_02287	CDS	825	iclR		COG1414	Transcriptional repressor IclR
GKLDPBFD_02288	CDS	3684	metH	2.1.1.13	COG0646	Methionine synthase
GKLDPBFD_02289	CDS	1632				hypothetical protein
GKLDPBFD_02290	CDS	690	pepE	3.4.13.21	COG3340	Peptidase E
GKLDPBFD_02291	CDS	1230	yggP_2	1.1.1.17	COG1063	Mannitol-1-phosphate 5-dehydrogenase
GKLDPBFD_02292	CDS	825	sorM		COG3716	PTS system sorbose-specific EIID component
GKLDPBFD_02293	CDS	798	sorA		COG3715	PTS system sorbose-specific EIIC component
GKLDPBFD_02294	CDS	495	sorB_2	2.7.1.206	COG3444	PTS system sorbose-specific EIIB component
GKLDPBFD_02295	CDS	408	sorF		COG2893	PTS system sorbose-specific EIIA component
GKLDPBFD_02296	CDS	807	bacC	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
GKLDPBFD_02297	CDS	948	sorC		COG2390	Sorbitol operon regulator
GKLDPBFD_02298	CDS	873	rluF	5.4.99.-	COG1187	Dual-specificity RNA pseudouridine synthase RluF
GKLDPBFD_02299	CDS	273				hypothetical protein
GKLDPBFD_02300	CDS	1128				hypothetical protein
GKLDPBFD_02301	CDS	765				hypothetical protein
GKLDPBFD_02302	CDS	927				hypothetical protein
GKLDPBFD_02303	CDS	1350	lysC	2.7.2.4	COG0527	Lysine-sensitive aspartokinase 3
GKLDPBFD_02304	CDS	1650	pgi	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
GKLDPBFD_02305	CDS	243				hypothetical protein
GKLDPBFD_02306	CDS	639	gfcB_1			putative lipoprotein GfcB
GKLDPBFD_02307	CDS	738				hypothetical protein
GKLDPBFD_02308	CDS	2097				hypothetical protein
GKLDPBFD_02309	CDS	411	psiE		COG3223	Protein PsiE
GKLDPBFD_02310	CDS	1476	xylE			D-xylose-proton symporter
GKLDPBFD_02311	CDS	891	malG		COG3833	Maltose/maltodextrin transport system permease protein MalG
GKLDPBFD_02312	CDS	1545	malF		COG1175	Maltose/maltodextrin transport system permease protein MalF
GKLDPBFD_02313	CDS	1191	malE		COG2182	Maltose/maltodextrin-binding periplasmic protein
GKLDPBFD_02314	CDS	96				hypothetical protein
GKLDPBFD_02315	CDS	1116	malK	7.5.2.1		Maltose/maltodextrin import ATP-binding protein MalK
GKLDPBFD_02316	CDS	1341	lamB		COG4580	Maltoporin
GKLDPBFD_02317	CDS	921				hypothetical protein
GKLDPBFD_02318	CDS	153				hypothetical protein
GKLDPBFD_02319	CDS	195				hypothetical protein
GKLDPBFD_02320	CDS	1329				hypothetical protein
GKLDPBFD_02321	CDS	498	ubiC	4.1.3.40	COG3161	Chorismate pyruvate-lyase
GKLDPBFD_02322	CDS	873	ubiA	2.5.1.39	COG0382	4-hydroxybenzoate octaprenyltransferase
GKLDPBFD_02323	CDS	2424	plsB	2.3.1.15	COG2937	Glycerol-3-phosphate acyltransferase
GKLDPBFD_02324	CDS	369	dgkA	2.7.1.107	COG0818	Diacylglycerol kinase
GKLDPBFD_02325	CDS	609	lexA	3.4.21.88	COG1974	LexA repressor
GKLDPBFD_02326	CDS	1326	dinF		COG0534	DNA damage-inducible protein F
GKLDPBFD_02327	CDS	210				hypothetical protein
GKLDPBFD_02328	CDS	516	zur		COG0735	Zinc uptake regulation protein
GKLDPBFD_02329	CDS	1017				hypothetical protein
GKLDPBFD_02330	CDS	1038	dusA	1.3.1.-	COG0042	tRNA-dihydrouridine(20/20a) synthase
GKLDPBFD_02331	CDS	243	pspG			Phage shock protein G
GKLDPBFD_02332	CDS	984	qorA	1.6.5.5	COG0604	Quinone oxidoreductase 1
GKLDPBFD_02333	CDS	1416	dnaB	3.6.4.12	COG0305	Replicative DNA helicase
GKLDPBFD_02334	CDS	1080	alr	5.1.1.1	COG0787	Alanine racemase, biosynthetic
GKLDPBFD_02335	CDS	1194	tyrB	2.6.1.57	COG1448	Aromatic-amino-acid aminotransferase
GKLDPBFD_02336	CDS	504				hypothetical protein
GKLDPBFD_02337	CDS	714	aphA	3.1.3.2	COG3700	Class B acid phosphatase
GKLDPBFD_02338	CDS	417				hypothetical protein
GKLDPBFD_02339	CDS	357	yjbR		COG2315	putative protein YjbR
GKLDPBFD_02340	CDS	2823	uvrA		COG0178	UvrABC system protein A
GKLDPBFD_02341	CDS	537	ssb		COG0629	Single-stranded DNA-binding protein
GKLDPBFD_02342	CDS	282				hypothetical protein
GKLDPBFD_02343	CDS	1587	pdeC	3.1.4.52	COG4943	putative cyclic di-GMP phosphodiesterase PdeC
GKLDPBFD_02344	CDS	324	soxS			Regulatory protein SoxS
GKLDPBFD_02345	CDS	465	soxR		COG0789	Redox-sensitive transcriptional activator SoxR
GKLDPBFD_02346	CDS	1350	ghxP		COG2252	Guanine/hypoxanthine permease GhxP
GKLDPBFD_02347	CDS	1650	nhaK		COG0025	Sodium, potassium, lithium and rubidium/H(+) antiporter
GKLDPBFD_02348	CDS	1293				hypothetical protein
GKLDPBFD_02349	CDS	1650	actP		COG4147	Cation/acetate symporter ActP
GKLDPBFD_02350	CDS	315	yjcH		COG3162	Inner membrane protein YjcH
GKLDPBFD_02351	CDS	1959	acs_1	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
GKLDPBFD_02352	CDS	1437	nrfA	1.7.2.2	COG3303	Cytochrome c-552
GKLDPBFD_02353	CDS	567	nrfB			Cytochrome c-type protein NrfB
GKLDPBFD_02354	CDS	672	ydhX_1		COG0437	putative ferredoxin-like protein YdhX
GKLDPBFD_02355	CDS	957				hypothetical protein
GKLDPBFD_02356	CDS	1623	ccmF_2		COG1138	Cytochrome c-type biogenesis protein CcmF
GKLDPBFD_02357	CDS	384	ccmH_2		COG3088	Cytochrome c-type biogenesis protein CcmH
GKLDPBFD_02358	CDS	597	nrfG		COG4235	Formate-dependent nitrite reductase complex subunit NrfG
GKLDPBFD_02359	CDS	1314	gltP		COG1301	Proton/glutamate-aspartate symporter
GKLDPBFD_02360	CDS	690				hypothetical protein
GKLDPBFD_02361	CDS	1680	fdhF_1	1.17.1.9	COG0243	Formate dehydrogenase H
GKLDPBFD_02362	CDS	420	fdhF_2	1.17.1.9	COG0243	Formate dehydrogenase H
GKLDPBFD_02363	CDS	1467	cusC_1		COG1538	Cation efflux system protein CusC
GKLDPBFD_02364	CDS	2052	mdtO		COG1289	Multidrug resistance protein MdtO
GKLDPBFD_02365	CDS	1032	mdtN		COG1566	Multidrug resistance protein MdtN
GKLDPBFD_02366	CDS	276				hypothetical protein
GKLDPBFD_02367	CDS	1986	yjcS	3.1.6.-	COG2015	Putative alkyl/aryl-sulfatase YjcS
GKLDPBFD_02368	CDS	930	alsK	2.7.1.55	COG1940	D-allose kinase
GKLDPBFD_02369	CDS	696	alsE	5.1.3.-	COG0036	D-allulose-6-phosphate 3-epimerase
GKLDPBFD_02370	CDS	981	alsC		COG1172	D-allose transport system permease protein AlsC
GKLDPBFD_02371	CDS	1533	rbsA_2	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
GKLDPBFD_02372	CDS	936	alsB		COG1879	D-allose-binding periplasmic protein
GKLDPBFD_02373	CDS	891	rpiR		COG1737	HTH-type transcriptional regulator RpiR
GKLDPBFD_02374	CDS	450	rpiB	5.3.1.6	COG0698	Ribose-5-phosphate isomerase B
GKLDPBFD_02375	CDS	330				hypothetical protein
GKLDPBFD_02376	CDS	759	phnP	3.1.4.55	COG1235	Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase
GKLDPBFD_02377	CDS	435	phnO	2.3.1.280		Aminoalkylphosphonate N-acetyltransferase
GKLDPBFD_02378	CDS	558	phnN	2.7.4.23	COG3709	Ribose 1,5-bisphosphate phosphokinase PhnN
GKLDPBFD_02379	CDS	1068	phnM	3.6.1.63	COG3454	Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase
GKLDPBFD_02380	CDS	681	phnL	2.7.8.37	COG4778	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnL
GKLDPBFD_02381	CDS	759	phnK		COG4107	Putative phosphonates utilization ATP-binding protein PhnK
GKLDPBFD_02382	CDS	846	phnJ	4.7.1.1	COG3627	Alpha-D-ribose 1-methylphosphonate 5-phosphate C-P lyase
GKLDPBFD_02383	CDS	1065	phnI	2.7.8.37	COG3626	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI
GKLDPBFD_02384	CDS	585	phnH	2.7.8.37	COG3625	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnH
GKLDPBFD_02385	CDS	453	phnG	2.7.8.37	COG3624	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnG
GKLDPBFD_02386	CDS	726	phnF		COG2188	putative transcriptional regulator PhnF
GKLDPBFD_02387	CDS	780	phnE		COG3639	Phosphate-import permease protein PhnE
GKLDPBFD_02388	CDS	1017				hypothetical protein
GKLDPBFD_02389	CDS	789	phnC	7.3.2.1	COG3638	Phosphate-import ATP-binding protein PhnC
GKLDPBFD_02390	CDS	444				hypothetical protein
GKLDPBFD_02391	CDS	336				hypothetical protein
GKLDPBFD_02392	CDS	2229	crfC		COG0699	Clamp-binding protein CrfC
GKLDPBFD_02393	CDS	879				hypothetical protein
GKLDPBFD_02394	CDS	1503	proP			Proline/betaine transporter
GKLDPBFD_02395	CDS	90				hypothetical protein
GKLDPBFD_02396	CDS	1101	basS	2.7.13.3		Sensor protein BasS
GKLDPBFD_02397	CDS	669	basR			Transcriptional regulatory protein BasR
GKLDPBFD_02398	CDS	1644	eptA	2.7.-.-	COG2194	Phosphoethanolamine transferase EptA
GKLDPBFD_02399	CDS	1338	adiC		COG0531	Arginine/agmatine antiporter
GKLDPBFD_02400	CDS	762	gadX_2			HTH-type transcriptional regulator GadX
GKLDPBFD_02401	CDS	2271	adiA	4.1.1.19	COG1982	Biodegradative arginine decarboxylase
GKLDPBFD_02402	CDS	909	melR_2			Melibiose operon regulatory protein
GKLDPBFD_02403	CDS	1356	melA	3.2.1.22	COG1486	Alpha-galactosidase
GKLDPBFD_02404	CDS	1410	melB		COG2211	Melibiose carrier protein
GKLDPBFD_02405	CDS	630	yjdF		COG3647	Inner membrane protein YjdF
GKLDPBFD_02406	CDS	1647	fumB	4.2.1.2	COG1838	Fumarate hydratase class I, anaerobic
GKLDPBFD_02407	CDS	1341	dcuB		COG2704	Anaerobic C4-dicarboxylate transporter DcuB
GKLDPBFD_02408	CDS	720	dcuR		COG4565	Transcriptional regulatory protein DcuR
GKLDPBFD_02409	CDS	1632	dcuS	2.7.13.3	COG3290	Sensor histidine kinase DcuS
GKLDPBFD_02410	CDS	231				hypothetical protein
GKLDPBFD_02411	CDS	273	yjdJ		COG2388	putative protein YjdJ
GKLDPBFD_02412	CDS	297	ghoS	3.1.-.-		Endoribonuclease antitoxin GhoS
GKLDPBFD_02413	CDS	174	ghoT			Toxin GhoT
GKLDPBFD_02414	CDS	1518	lysU	6.1.1.6	COG1190	Lysine--tRNA ligase, heat inducible
GKLDPBFD_02415	CDS	1458	dtpC		COG3104	Dipeptide and tripeptide permease C
GKLDPBFD_02416	CDS	2148	cadA	4.1.1.18	COG1982	Inducible lysine decarboxylase
GKLDPBFD_02417	CDS	1335	cadB		COG0531	putative cadaverine/lysine antiporter
GKLDPBFD_02418	CDS	1539	cadC		COG3710	Transcriptional activator CadC
GKLDPBFD_02419	tRNA	76				tRNA-Phe(gaa)
GKLDPBFD_02420	CDS	576				hypothetical protein
GKLDPBFD_02421	CDS	1698	dsbD	1.8.1.8	COG4232	Thiol:disulfide interchange protein DsbD
GKLDPBFD_02422	CDS	339	cutA		COG1324	Divalent-cation tolerance protein CutA
GKLDPBFD_02423	CDS	1302	dcuA		COG2704	Anaerobic C4-dicarboxylate transporter DcuA
GKLDPBFD_02424	CDS	1437	aspA	4.3.1.1	COG1027	Aspartate ammonia-lyase
GKLDPBFD_02425	CDS	477				hypothetical protein
GKLDPBFD_02426	CDS	1257	yjeH		COG0531	L-methionine/branched-chain amino acid exporter YjeH
GKLDPBFD_02427	CDS	294	groS		COG0234	10 kDa chaperonin
GKLDPBFD_02428	CDS	1647	groL			60 kDa chaperonin
GKLDPBFD_02429	CDS	354				hypothetical protein
GKLDPBFD_02430	CDS	870				hypothetical protein
GKLDPBFD_02431	CDS	1029	epmB	5.4.3.-	COG1509	L-lysine 2,3-aminomutase
GKLDPBFD_02432	CDS	567	efp		COG0231	Elongation factor P
GKLDPBFD_02433	CDS	126				hypothetical protein
GKLDPBFD_02434	CDS	147				hypothetical protein
GKLDPBFD_02435	CDS	318	gdx		COG2076	Guanidinium exporter
GKLDPBFD_02436	CDS	534	blc		COG3040	Outer membrane lipoprotein Blc
GKLDPBFD_02437	CDS	1134	ampC	3.5.2.6	COG1680	Beta-lactamase
GKLDPBFD_02438	CDS	360	frdD		COG3080	Fumarate reductase subunit D
GKLDPBFD_02439	CDS	396	frdC		COG3029	Fumarate reductase subunit C
GKLDPBFD_02440	CDS	735	frdB	1.3.5.1	COG0479	Fumarate reductase iron-sulfur subunit
GKLDPBFD_02441	CDS	1809	frdA	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
GKLDPBFD_02442	CDS	978	epmA	6.3.1.-	COG2269	Elongation factor P--(R)-beta-lysine ligase
GKLDPBFD_02443	CDS	1458	yjeM			Inner membrane transporter YjeM
GKLDPBFD_02444	CDS	315				hypothetical protein
GKLDPBFD_02445	CDS	303	yjeO			Inner membrane protein YjeO
GKLDPBFD_02446	CDS	3324	mscM		COG3264	Miniconductance mechanosensitive channel MscM
GKLDPBFD_02447	CDS	969	psd	4.1.1.65	COG0688	Phosphatidylserine decarboxylase proenzyme
GKLDPBFD_02448	CDS	1053	rsgA	3.6.1.-	COG1162	Small ribosomal subunit biogenesis GTPase RsgA
GKLDPBFD_02449	CDS	546	orn	3.1.-.-	COG1949	Oligoribonuclease
GKLDPBFD_02450	tRNA	76				tRNA-Gly(gcc)
GKLDPBFD_02451	tRNA	76				tRNA-Gly(gcc)
GKLDPBFD_02452	tRNA	76				tRNA-Gly(gcc)
GKLDPBFD_02453	CDS	1140	queG	1.17.99.6	COG1600	Epoxyqueuosine reductase
GKLDPBFD_02454	CDS	1533	nnr		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
GKLDPBFD_02455	CDS	462	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
GKLDPBFD_02456	CDS	1338	amiB	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiB
GKLDPBFD_02457	CDS	1848	mutL		COG0323	DNA mismatch repair protein MutL
