locus_tag	ftype	length_bp	gene	EC_number	COG	product
OPDANJCC_02501	CDS	1434	ptsG_1		COG1263	PTS system glucose-specific EIICB component
OPDANJCC_02502	CDS	798	ycfH	3.1.-.-	COG0084	putative metal-dependent hydrolase YcfH
OPDANJCC_02503	CDS	1005	holB	2.7.7.7	COG0470	DNA polymerase III subunit delta'
OPDANJCC_02504	CDS	642	tmk_2	2.7.4.9	COG0125	Thymidylate kinase
OPDANJCC_02505	CDS	1023	mltG	4.2.2.-	COG1559	Endolytic murein transglycosylase
OPDANJCC_02506	CDS	810	pabC	4.1.3.38	COG0115	Aminodeoxychorismate lyase
OPDANJCC_02507	CDS	1242	fabF	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
OPDANJCC_02508	CDS	237	acpP_2			Acyl carrier protein
OPDANJCC_02509	CDS	735	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
OPDANJCC_02510	CDS	930	fabD	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
OPDANJCC_02511	CDS	954	fabH_2	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
OPDANJCC_02512	CDS	1041	plsX	2.3.1.274	COG0416	Phosphate acyltransferase
OPDANJCC_02513	CDS	174	rpmF		COG0333	50S ribosomal protein L32
OPDANJCC_02514	CDS	522	yceD		COG1399	Large ribosomal RNA subunit accumulation protein YceD
OPDANJCC_02515	CDS	624	yceF	3.6.1.-	COG0424	7-methyl-GTP pyrophosphatase
OPDANJCC_02516	CDS	960	rluC	5.4.99.24	COG0564	Ribosomal large subunit pseudouridine synthase C
OPDANJCC_02517	CDS	3186	rne	3.1.26.12	COG1530	Ribonuclease E
OPDANJCC_02518	CDS	954	flgL_1		COG1344	Flagellar hook-associated protein 3
OPDANJCC_02519	CDS	1644	flgK		COG1256	Flagellar hook-associated protein 1
OPDANJCC_02520	CDS	942	flgJ	3.2.1.-	COG1705	Peptidoglycan hydrolase FlgJ
OPDANJCC_02521	CDS	1098	flgI_1			Flagellar P-ring protein
OPDANJCC_02522	CDS	699	flgH_1			Flagellar L-ring protein
OPDANJCC_02523	CDS	783	flgG_1		COG4786	Flagellar basal-body rod protein FlgG
OPDANJCC_02524	CDS	756	flgF_1		COG4787	Flagellar basal-body rod protein FlgF
OPDANJCC_02525	CDS	1206	flgE_1		COG1749	Flagellar hook protein FlgE
OPDANJCC_02526	CDS	696	flgD		COG1843	Basal-body rod modification protein FlgD
OPDANJCC_02527	CDS	405	flgC_1		COG1558	Flagellar basal-body rod protein FlgC
OPDANJCC_02528	CDS	417	flgB_1		COG1815	Flagellar basal body rod protein FlgB
OPDANJCC_02529	CDS	660	flgA		COG1261	Flagella basal body P-ring formation protein FlgA
OPDANJCC_02530	CDS	294	flgM		COG2747	Negative regulator of flagellin synthesis
OPDANJCC_02531	CDS	417	flgN		COG3418	Flagella synthesis protein FlgN
OPDANJCC_02532	CDS	1536	murJ		COG0728	Lipid II flippase MurJ
OPDANJCC_02533	CDS	924	yceM	1.-.-.-	COG0673	Putative oxidoreductase YceM
OPDANJCC_02534	CDS	648				hypothetical protein
OPDANJCC_02535	CDS	585	rimJ	2.3.1.267	COG1670	[Ribosomal protein S5]-alanine N-acetyltransferase
OPDANJCC_02536	CDS	1209	mdtH			Multidrug resistance protein MdtH
OPDANJCC_02537	CDS	648	grxB		COG2999	Glutaredoxin 2
OPDANJCC_02538	CDS	561	yceB			putative lipoprotein YceB
OPDANJCC_02539	CDS	1044	pyrC	3.5.2.3	COG0418	Dihydroorotase
OPDANJCC_02540	CDS	246	dinI			DNA damage-inducible protein I
OPDANJCC_02541	CDS	255	bssS			Biofilm regulator BssS
OPDANJCC_02542	CDS	1119	solA	1.5.3.-	COG0665	N-methyl-L-tryptophan oxidase
OPDANJCC_02543	CDS	114	yceO			putative protein YceO
OPDANJCC_02544	CDS	567	yceJ		COG3038	Cytochrome b561 
OPDANJCC_02545	CDS	576	yceI		COG2353	Protein YceI
OPDANJCC_02546	CDS	1053				hypothetical protein
OPDANJCC_02547	CDS	921	lpxL	2.3.1.241	COG1560	Lipid A biosynthesis lauroyltransferase
OPDANJCC_02548	CDS	1227	sbnD			Staphyloferrin B transporter
OPDANJCC_02549	CDS	375				hypothetical protein
OPDANJCC_02550	CDS	228				hypothetical protein
OPDANJCC_02551	CDS	2514	mdoH	2.4.1.-	COG2943	Glucans biosynthesis glucosyltransferase H
OPDANJCC_02552	CDS	1503	mdoG		COG3131	Glucans biosynthesis protein G
OPDANJCC_02553	CDS	1158	mdoC	2.1.-.-		Glucans biosynthesis protein C
OPDANJCC_02554	CDS	1482	clsC	2.7.8.-	COG1502	Cardiolipin synthase C
OPDANJCC_02555	CDS	534	ymdB	3.1.1.106	COG2110	O-acetyl-ADP-ribose deacetylase
OPDANJCC_02556	CDS	312	ymdA			putative protein YmdA
OPDANJCC_02557	CDS	333	csgC			Curli assembly protein CsgC
OPDANJCC_02558	CDS	459	csgA			Major curlin subunit
OPDANJCC_02559	CDS	456	csgB			Minor curlin subunit
OPDANJCC_02560	CDS	651	csgD		COG2771	CsgBAC operon transcriptional regulatory protein
OPDANJCC_02561	CDS	390	csgE			Curli production assembly/transport component CsgE
OPDANJCC_02562	CDS	417	csgF			Curli production assembly/transport component CsgF
OPDANJCC_02563	CDS	834	csgG		COG1462	Curli production assembly/transport component CsgG
OPDANJCC_02564	CDS	522	ycdZ			Inner membrane protein YcdZ
OPDANJCC_02565	CDS	555	ycdY		COG3381	Chaperone protein YcdY
OPDANJCC_02566	CDS	738	ycdX	3.1.3.-	COG1387	putative phosphatase YcdX
OPDANJCC_02567	CDS	939	ghrA	1.1.1.79	COG0111	Glyoxylate/hydroxypyruvate reductase A
OPDANJCC_02568	tRNA	88				tRNA-Ser(gga)
OPDANJCC_02569	CDS	105				hypothetical protein
OPDANJCC_02570	CDS	1368	dgcT	2.7.7.65		putative diguanylate cyclase DgcT
OPDANJCC_02571	CDS	2424	pgaA			Poly-beta-1,6-N-acetyl-D-glucosamine export protein
OPDANJCC_02572	CDS	2019	pgaB	3.5.1.-	COG0726	Poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase
OPDANJCC_02573	CDS	1326	pgaC	2.4.1.-	COG1215	Poly-beta-1,6-N-acetyl-D-glucosamine synthase
OPDANJCC_02574	CDS	414	pgaD			Biofilm PGA synthesis protein PgaD
OPDANJCC_02575	CDS	1065	phoH		COG1702	Protein PhoH
OPDANJCC_02576	CDS	1272	efeB	1.11.1.-	COG2837	Deferrochelatase/peroxidase EfeB
OPDANJCC_02577	CDS	1128	efeO		COG2822	Iron uptake system component EfeO
OPDANJCC_02578	CDS	831	efeU		COG0672	Ferrous iron permease EfeU
OPDANJCC_02579	CDS	1509	putP		COG0591	Sodium/proline symporter
OPDANJCC_02580	CDS	3963	putA		COG0506	Bifunctional protein PutA
OPDANJCC_02581	CDS	639	rutR		COG1309	HTH-type transcriptional regulator RutR
OPDANJCC_02582	CDS	1092	rutA	1.14.99.46	COG2141	Pyrimidine monooxygenase RutA
OPDANJCC_02583	CDS	696	rutB_1	3.5.1.110	COG1335	Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
OPDANJCC_02584	CDS	387	rutC	1.-.-.-	COG0251	Putative aminoacrylate peracid reductase RutC
OPDANJCC_02585	CDS	801	rutD	3.5.1.-		Putative aminoacrylate hydrolase RutD
OPDANJCC_02586	CDS	591	rutE	1.1.1.298	COG0778	putative malonic semialdehyde reductase RutE
OPDANJCC_02587	CDS	495	rutF	1.5.1.42	COG1853	FMN reductase (NADH) RutF
OPDANJCC_02588	CDS	1329	rutG		COG2233	Putative pyrimidine permease RutG
OPDANJCC_02589	CDS	174				hypothetical protein
OPDANJCC_02590	CDS	597	wrbA	1.6.5.2	COG0655	NAD(P)H dehydrogenase (quinone)
OPDANJCC_02591	CDS	228	yccJ			putative protein YccJ
OPDANJCC_02592	CDS	1242	agp	3.1.3.10		Glucose-1-phosphatase
OPDANJCC_02593	CDS	921	cbpA		COG2214	Curved DNA-binding protein
OPDANJCC_02594	CDS	306	cbpM			Chaperone modulatory protein CbpM
OPDANJCC_02595	CDS	600	torD		COG3381	Chaperone protein TorD
OPDANJCC_02596	CDS	2547	torA	1.7.2.3	COG0243	Trimethylamine-N-oxide reductase 1
OPDANJCC_02597	CDS	1173	torC		COG3005	Cytochrome c-type protein TorC
OPDANJCC_02598	CDS	693	torR		COG0745	TorCAD operon transcriptional regulatory protein TorR
OPDANJCC_02599	CDS	1029	torT		COG1879	Periplasmic protein TorT
OPDANJCC_02600	CDS	2688	torS	2.7.13.3	COG0784	Sensor protein TorS
OPDANJCC_02601	CDS	1074	yccM		COG0348	Putative electron transport protein YccM
OPDANJCC_02602	CDS	174	gnsA			Protein GnsA
OPDANJCC_02603	CDS	213	cspG_1		COG1278	Cold shock-like protein CspG
OPDANJCC_02604	CDS	213	cspG_2		COG1278	Cold shock-like protein CspG
OPDANJCC_02605	CDS	1311	appA			Periplasmic AppA protein
OPDANJCC_02606	CDS	93	appX			Putative cytochrome bd-II ubiquinol oxidase subunit AppX
OPDANJCC_02607	CDS	1137	appB	7.1.1.3	COG1294	Cytochrome bd-II ubiquinol oxidase subunit 2
OPDANJCC_02608	CDS	1545	appC	7.1.1.3	COG1271	Cytochrome bd-II ubiquinol oxidase subunit 1
OPDANJCC_02609	CDS	858				hypothetical protein
OPDANJCC_02610	CDS	399	hyaE			Hydrogenase-1 operon protein HyaE
OPDANJCC_02611	CDS	588	hyaD	3.4.23.-	COG0680	Hydrogenase 1 maturation protease
OPDANJCC_02612	CDS	708	hyaC		COG1969	putative Ni/Fe-hydrogenase 1 B-type cytochrome subunit
OPDANJCC_02613	CDS	1794	hyaB	1.12.99.6	COG0374	Hydrogenase-1 large chain
OPDANJCC_02614	CDS	1119	hyaA	1.12.99.6	COG1740	Hydrogenase-1 small chain
OPDANJCC_02615	tRNA	88				tRNA-Ser(tga)
OPDANJCC_02616	CDS	660	yccA		COG0670	Modulator of FtsH protease YccA
OPDANJCC_02617	CDS	330	tusE	2.8.1.-	COG2920	Sulfurtransferase TusE
OPDANJCC_02618	CDS	279	yccX	3.6.1.7	COG1254	Acylphosphatase
OPDANJCC_02619	CDS	1176	rlmI	2.1.1.191	COG1092	Ribosomal RNA large subunit methyltransferase I
OPDANJCC_02620	CDS	318	hspQ		COG3785	Heat shock protein HspQ
OPDANJCC_02621	CDS	414	yccU		COG1832	putative protein YccU
OPDANJCC_02622	CDS	663				hypothetical protein
OPDANJCC_02623	CDS	459	mgsA	4.2.3.3	COG1803	Methylglyoxal synthase
OPDANJCC_02624	CDS	2055	helD	3.6.4.12	COG0210	DNA helicase IV
OPDANJCC_02625	CDS	447	yccF		COG3304	Inner membrane protein YccF
OPDANJCC_02626	CDS	2163	yccS		COG1289	Inner membrane protein YccS
OPDANJCC_02627	CDS	630	sxy		COG3070	Protein Sxy
OPDANJCC_02628	CDS	510	sulA		COG5404	Cell division inhibitor SulA
OPDANJCC_02629	CDS	1053	ompA_2		COG2885	Outer membrane protein A
OPDANJCC_02630	CDS	453	matP		COG3120	Macrodomain Ter protein
OPDANJCC_02631	CDS	1584				hypothetical protein
OPDANJCC_02632	CDS	627	fabA	4.2.1.59	COG0764	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase
OPDANJCC_02633	CDS	168	rmf		COG3130	Ribosome modulation factor
OPDANJCC_02634	CDS	564	pqiC		COG3009	Intermembrane transport lipoprotein PqiC
OPDANJCC_02635	CDS	1641	pqiB		COG3008	Intermembrane transport protein PqiB
OPDANJCC_02636	CDS	1254	pqiA		COG2995	Intermembrane transport protein PqiA
OPDANJCC_02637	CDS	1908	uup		COG0488	ABC transporter ATP-binding protein uup
OPDANJCC_02638	CDS	2109	rlmL		COG0116	Ribosomal RNA large subunit methyltransferase K/L
OPDANJCC_02639	CDS	1110	ycbX		COG0633	putative protein YcbX
OPDANJCC_02640	CDS	543	zapC			Cell division protein ZapC
OPDANJCC_02641	CDS	1011	pyrD	1.3.5.2	COG0167	Dihydroorotate dehydrogenase (quinone)
OPDANJCC_02642	CDS	576	ssuE	1.5.1.38	COG0431	FMN reductase (NADPH)
OPDANJCC_02643	CDS	960	ssuA			Putative aliphatic sulfonates-binding protein
OPDANJCC_02644	CDS	1146	ssuD	1.14.14.5	COG2141	Alkanesulfonate monooxygenase
OPDANJCC_02645	CDS	795	ssuC_1		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
OPDANJCC_02646	CDS	768	ssuB	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
OPDANJCC_02647	CDS	2613	pepN	3.4.11.2	COG0308	Aminopeptidase N
OPDANJCC_02648	CDS	1203	pncB	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase
OPDANJCC_02649	CDS	1401	asnS	6.1.1.22	COG0017	Asparagine--tRNA ligase
OPDANJCC_02650	CDS	1089	ompF			Outer membrane porin F
OPDANJCC_02651	CDS	1191	aspC	2.6.1.1	COG1448	Aspartate aminotransferase
OPDANJCC_02652	CDS	648	gloC	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloC
OPDANJCC_02653	CDS	549				hypothetical protein
OPDANJCC_02654	CDS	1848	ycbB	2.-.-.-	COG2989	putative L,D-transpeptidase YcbB
OPDANJCC_02655	CDS	4461	mukB		COG3096	Chromosome partition protein MukB
OPDANJCC_02656	CDS	705	mukE		COG3095	Chromosome partition protein MukE
OPDANJCC_02657	CDS	1323	mukF		COG3006	Chromosome partition protein MukF
OPDANJCC_02658	CDS	786	cmoM	2.1.1.-	COG0500	tRNA 5-carboxymethoxyuridine methyltransferase
OPDANJCC_02659	CDS	780				hypothetical protein
OPDANJCC_02660	CDS	894				hypothetical protein
OPDANJCC_02661	CDS	747	kdsB	2.7.7.38	COG1212	3-deoxy-manno-octulosonate cytidylyltransferase
OPDANJCC_02662	CDS	183				hypothetical protein
OPDANJCC_02663	CDS	1233				hypothetical protein
OPDANJCC_02664	CDS	987	lpxK	2.7.1.130	COG1663	Tetraacyldisaccharide 4'-kinase
OPDANJCC_02665	CDS	1749	msbA_1	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
OPDANJCC_02666	CDS	2265				hypothetical protein
OPDANJCC_02667	CDS	285	ihfB		COG0776	Integration host factor subunit beta
OPDANJCC_02668	CDS	1674	rpsA		COG0539	30S ribosomal protein S1
OPDANJCC_02669	CDS	684	cmk	2.7.4.25	COG0283	Cytidylate kinase
OPDANJCC_02670	CDS	747	ycaL	3.4.-.-	COG0501	Metalloprotease YcaL
OPDANJCC_02671	CDS	390				hypothetical protein
OPDANJCC_02672	CDS	450				hypothetical protein
OPDANJCC_02673	CDS	207				hypothetical protein
OPDANJCC_02674	CDS	231				hypothetical protein
OPDANJCC_02675	CDS	684				hypothetical protein
OPDANJCC_02676	CDS	216				hypothetical protein
OPDANJCC_02677	CDS	297				hypothetical protein
OPDANJCC_02678	CDS	273				hypothetical protein
OPDANJCC_02679	CDS	195				hypothetical protein
OPDANJCC_02680	CDS	531				hypothetical protein
OPDANJCC_02681	CDS	270				hypothetical protein
OPDANJCC_02682	CDS	1167				hypothetical protein
OPDANJCC_02683	CDS	1770				hypothetical protein
OPDANJCC_02684	CDS	318				hypothetical protein
OPDANJCC_02685	CDS	921				hypothetical protein
OPDANJCC_02686	CDS	309				hypothetical protein
OPDANJCC_02687	CDS	189				hypothetical protein
OPDANJCC_02688	CDS	357				hypothetical protein
OPDANJCC_02689	CDS	765	dpnM	2.1.1.72		Modification methylase DpnIIA
OPDANJCC_02690	CDS	216				hypothetical protein
OPDANJCC_02691	CDS	402				hypothetical protein
OPDANJCC_02692	CDS	729				hypothetical protein
OPDANJCC_02693	CDS	351				hypothetical protein
OPDANJCC_02694	CDS	708	mltF_2	4.2.2.-		Membrane-bound lytic murein transglycosylase F
OPDANJCC_02695	CDS	651				hypothetical protein
OPDANJCC_02696	CDS	327				hypothetical protein
OPDANJCC_02697	CDS	312				hypothetical protein
OPDANJCC_02698	CDS	546				hypothetical protein
OPDANJCC_02699	CDS	1596				hypothetical protein
OPDANJCC_02700	CDS	1497				hypothetical protein
OPDANJCC_02701	CDS	822				hypothetical protein
OPDANJCC_02702	CDS	459				hypothetical protein
OPDANJCC_02703	CDS	1116				hypothetical protein
OPDANJCC_02704	CDS	954				hypothetical protein
OPDANJCC_02705	CDS	339				hypothetical protein
OPDANJCC_02706	CDS	447				hypothetical protein
OPDANJCC_02707	CDS	465				hypothetical protein
OPDANJCC_02708	CDS	252				hypothetical protein
OPDANJCC_02709	CDS	1428				hypothetical protein
OPDANJCC_02710	CDS	522				hypothetical protein
OPDANJCC_02711	CDS	282				hypothetical protein
OPDANJCC_02712	CDS	336				hypothetical protein
OPDANJCC_02713	CDS	2952				hypothetical protein
OPDANJCC_02714	CDS	885				hypothetical protein
OPDANJCC_02715	CDS	213				hypothetical protein
OPDANJCC_02716	CDS	1155				hypothetical protein
OPDANJCC_02717	CDS	597				hypothetical protein
OPDANJCC_02718	CDS	348				hypothetical protein
OPDANJCC_02719	CDS	1104				hypothetical protein
OPDANJCC_02720	CDS	579				hypothetical protein
OPDANJCC_02721	CDS	1332				hypothetical protein
OPDANJCC_02722	CDS	615	tfaE			Prophage tail fiber assembly protein TfaE
OPDANJCC_02723	CDS	1614				IS66 family transposase ISEc23
OPDANJCC_02724	CDS	351				hypothetical protein
OPDANJCC_02725	CDS	426				hypothetical protein
OPDANJCC_02726	CDS	573	hin_1		COG1961	DNA-invertase hin
OPDANJCC_02727	CDS	1284	aroA	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase
OPDANJCC_02728	CDS	1089	serC	2.6.1.52	COG1932	Phosphoserine aminotransferase
OPDANJCC_02729	CDS	693				hypothetical protein
OPDANJCC_02730	CDS	1761	ycaO		COG1944	Ribosomal protein S12 methylthiotransferase accessory factor YcaO
OPDANJCC_02731	CDS	1197				hypothetical protein
OPDANJCC_02732	CDS	2283	pflB	2.3.1.54	COG1882	Formate acetyltransferase 1
OPDANJCC_02733	CDS	741	pflA	1.97.1.4	COG1180	Pyruvate formate-lyase 1-activating enzyme
OPDANJCC_02734	CDS	1149	ycaD			putative MFS-type transporter YcaD
OPDANJCC_02735	CDS	627	ycaC	4.-.-.-	COG1335	putative hydrolase YcaC
OPDANJCC_02736	CDS	864	dmsC_2		COG3302	Anaerobic dimethyl sulfoxide reductase chain C
OPDANJCC_02737	CDS	618	dmsB_2		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
OPDANJCC_02738	CDS	2445	dmsA	1.8.5.3	COG0243	Dimethyl sulfoxide reductase DmsA
OPDANJCC_02739	CDS	993	xerC_2			Tyrosine recombinase XerC
OPDANJCC_02740	CDS	342				hypothetical protein
OPDANJCC_02741	CDS	522				hypothetical protein
OPDANJCC_02742	CDS	423				hypothetical protein
OPDANJCC_02743	CDS	192				hypothetical protein
OPDANJCC_02744	CDS	351				hypothetical protein
OPDANJCC_02745	CDS	279				hypothetical protein
OPDANJCC_02746	CDS	243				hypothetical protein
OPDANJCC_02747	CDS	114				hypothetical protein
OPDANJCC_02748	CDS	411				hypothetical protein
OPDANJCC_02749	CDS	204				hypothetical protein
OPDANJCC_02750	CDS	267				hypothetical protein
OPDANJCC_02751	CDS	300				hypothetical protein
OPDANJCC_02752	CDS	231				hypothetical protein
OPDANJCC_02753	CDS	366				hypothetical protein
OPDANJCC_02754	CDS	2823				hypothetical protein
OPDANJCC_02755	CDS	960	parM			Plasmid segregation protein ParM
OPDANJCC_02756	CDS	315				hypothetical protein
OPDANJCC_02757	CDS	843				hypothetical protein
OPDANJCC_02758	CDS	498				hypothetical protein
OPDANJCC_02759	CDS	525				hypothetical protein
OPDANJCC_02760	CDS	1047				hypothetical protein
OPDANJCC_02761	CDS	1752				hypothetical protein
OPDANJCC_02762	CDS	837				hypothetical protein
OPDANJCC_02763	CDS	1053				hypothetical protein
OPDANJCC_02764	CDS	801				hypothetical protein
OPDANJCC_02765	CDS	495				hypothetical protein
OPDANJCC_02766	CDS	201				hypothetical protein
OPDANJCC_02767	CDS	324				hypothetical protein
OPDANJCC_02768	CDS	393				hypothetical protein
OPDANJCC_02769	CDS	396				hypothetical protein
OPDANJCC_02770	CDS	1878				hypothetical protein
OPDANJCC_02771	CDS	468				hypothetical protein
OPDANJCC_02772	CDS	645				hypothetical protein
OPDANJCC_02773	CDS	582				hypothetical protein
OPDANJCC_02774	CDS	351				hypothetical protein
OPDANJCC_02775	CDS	897				hypothetical protein
OPDANJCC_02776	CDS	531				hypothetical protein
OPDANJCC_02777	CDS	1986				hypothetical protein
OPDANJCC_02778	CDS	534				hypothetical protein
OPDANJCC_02779	CDS	528				hypothetical protein
OPDANJCC_02780	CDS	786				hypothetical protein
OPDANJCC_02781	CDS	600	hin_2		COG1961	DNA-invertase hin
OPDANJCC_02782	CDS	489				hypothetical protein
OPDANJCC_02783	CDS	2808				hypothetical protein
OPDANJCC_02784	CDS	375				hypothetical protein
OPDANJCC_02785	CDS	513				hypothetical protein
OPDANJCC_02786	CDS	1185	gpFI			Putative prophage major tail sheath protein
OPDANJCC_02787	CDS	1110				hypothetical protein
OPDANJCC_02788	CDS	261				hypothetical protein
OPDANJCC_02789	CDS	141				hypothetical protein
OPDANJCC_02790	CDS	1293	serS	6.1.1.11	COG0172	Serine--tRNA ligase
OPDANJCC_02791	CDS	1344	rarA		COG2256	Replication-associated recombination protein A
OPDANJCC_02792	CDS	612	lolA		COG2834	Outer-membrane lipoprotein carrier protein
OPDANJCC_02793	CDS	4107	ftsK		COG1674	DNA translocase FtsK
OPDANJCC_02794	CDS	495	lrp		COG1522	Leucine-responsive regulatory protein
OPDANJCC_02795	CDS	1071	trxB	1.8.1.9	COG0492	Thioredoxin reductase
OPDANJCC_02796	CDS	1767	cydD		COG4988	ATP-binding/permease protein CydD
OPDANJCC_02797	CDS	1722	msbA_2	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
OPDANJCC_02798	CDS	705	aat	2.3.2.6	COG2360	Leucyl/phenylalanyl-tRNA--protein transferase
OPDANJCC_02799	CDS	219	infA		COG0361	Translation initiation factor IF-1
OPDANJCC_02800	tRNA	88				tRNA-Ser(gga)
OPDANJCC_02801	CDS	2277	clpA		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpA
OPDANJCC_02802	CDS	321	clpS		COG2127	ATP-dependent Clp protease adapter protein ClpS
OPDANJCC_02803	CDS	225	cspD		COG1278	Cold shock-like protein CspD
OPDANJCC_02804	CDS	1947	macB	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
OPDANJCC_02805	CDS	1116	macA		COG0845	Macrolide export protein MacA
OPDANJCC_02806	CDS	993				hypothetical protein
OPDANJCC_02807	CDS	1659				hypothetical protein
OPDANJCC_02808	CDS	696	aqpZ		COG0580	Aquaporin Z
OPDANJCC_02809	CDS	900	lysO		COG2431	Lysine exporter LysO
OPDANJCC_02810	CDS	1653	hcp	1.7.99.1	COG1151	Hydroxylamine reductase
OPDANJCC_02811	CDS	969	hcr	1.-.-.-	COG1018	NADH oxidoreductase HCR
OPDANJCC_02812	CDS	1719	poxB	1.2.5.1	COG0028	Pyruvate dehydrogenase [ubiquinone]
OPDANJCC_02813	CDS	1002	ltaE	4.1.2.48	COG2008	Low specificity L-threonine aldolase
OPDANJCC_02814	CDS	1431				hypothetical protein
OPDANJCC_02815	CDS	1014	oleD_3	1.1.1.412	COG0451	2-alkyl-3-oxoalkanoate reductase
OPDANJCC_02816	CDS	831	amiD	3.5.1.28	COG3023	N-acetylmuramoyl-L-alanine amidase AmiD
OPDANJCC_02817	CDS	324				hypothetical protein
OPDANJCC_02818	CDS	516	ybjP			putative lipoprotein YbjP
OPDANJCC_02819	CDS	729	artP	3.6.3.-	COG4161	Arginine transport ATP-binding protein ArtP
OPDANJCC_02820	CDS	732	artI		COG0834	Putative ABC transporter arginine-binding protein 2
OPDANJCC_02821	CDS	717	artQ		COG4215	Arginine ABC transporter permease protein ArtQ
OPDANJCC_02822	CDS	669	artM_2		COG4160	Arginine ABC transporter permease protein ArtM
OPDANJCC_02823	CDS	732	artJ		COG0834	ABC transporter arginine-binding protein 1
OPDANJCC_02824	CDS	1128	rlmC	2.1.1.189	COG2265	23S rRNA (uracil(747)-C(5))-methyltransferase RlmC
OPDANJCC_02825	CDS	489	ybjO			Inner membrane protein YbjO
OPDANJCC_02826	CDS	846	ydcV_3			Inner membrane ABC transporter permease protein YdcV
OPDANJCC_02827	CDS	945	potH		COG1176	Putrescine transport system permease protein PotH
OPDANJCC_02828	CDS	1134	potA_3	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
OPDANJCC_02829	CDS	1113	potF		COG0687	Putrescine-binding periplasmic protein
OPDANJCC_02830	CDS	477	ybjN			putative protein YbjN
OPDANJCC_02831	CDS	903	rimK	6.3.2.-	COG0189	Ribosomal protein S6--L-glutamate ligase
OPDANJCC_02832	CDS	723	nfsA	1.-.-.-	COG0778	Oxygen-insensitive NADPH nitroreductase
OPDANJCC_02833	CDS	288				hypothetical protein
OPDANJCC_02834	CDS	258	grxA		COG0695	Glutaredoxin 1
OPDANJCC_02835	CDS	378	ybjM			Inner membrane protein YbjM
OPDANJCC_02836	CDS	1686	aspT_1			Aspartate/alanine antiporter
OPDANJCC_02837	CDS	537	rcdA		COG3226	HTH-type transcriptional regulator RcdA
OPDANJCC_02838	CDS	1128	ybjJ			Inner membrane protein YbjJ
OPDANJCC_02839	CDS	816	ybjI	3.1.3.104	COG0561	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YbjI
OPDANJCC_02840	CDS	279				hypothetical protein
OPDANJCC_02841	CDS	1233	mdfA			Multidrug transporter MdfA
OPDANJCC_02842	CDS	597	ybjG	3.6.1.27	COG0671	Putative undecaprenyl-diphosphatase YbjG
OPDANJCC_02843	CDS	759	deoR_1		COG1349	Deoxyribose operon repressor
OPDANJCC_02844	CDS	1203	dacC	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacC
OPDANJCC_02845	CDS	627	gstB	2.5.1.18	COG0625	Glutathione S-transferase GstB
OPDANJCC_02846	CDS	1116	yliI	1.1.5.-	COG2133	Aldose sugar dehydrogenase YliI
OPDANJCC_02847	CDS	384				hypothetical protein
OPDANJCC_02848	CDS	1326	rimO	2.8.4.4	COG0621	Ribosomal protein S12 methylthiotransferase RimO
OPDANJCC_02849	CDS	1329				hypothetical protein
OPDANJCC_02850	CDS	2349	pdeI	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeI
OPDANJCC_02851	CDS	912	gsiD		COG1173	Glutathione transport system permease protein GsiD
OPDANJCC_02852	CDS	921	gsiC		COG0601	Glutathione transport system permease protein GsiC
OPDANJCC_02853	CDS	1539	gsiB		COG0747	Glutathione-binding protein GsiB
OPDANJCC_02854	CDS	1872	gsiA	7.4.2.10	COG1123	Glutathione import ATP-binding protein GsiA
OPDANJCC_02855	CDS	966	iaaA	3.4.19.5	COG1446	Isoaspartyl peptidase
OPDANJCC_02856	CDS	1236	moeA	2.10.1.1	COG0303	Molybdopterin molybdenumtransferase
OPDANJCC_02857	CDS	750	moeB	2.7.7.80	COG0476	Molybdopterin-synthase adenylyltransferase
OPDANJCC_02858	CDS	663	fsaA	4.1.2.-	COG0176	Fructose-6-phosphate aldolase 1
OPDANJCC_02859	CDS	900	cutD_1	1.97.1.-	COG1180	Choline trimethylamine-lyase activating enzyme
OPDANJCC_02860	CDS	2433	pflD	4.2.1.172	COG1882	Trans-4-hydroxy-L-proline dehydratase
